Activity Id,Date,Type,Distance (mi),Duration,Average Pace,Average Speed (mph),Calories Burned,Climb (ft),Average Heart Rate (bpm),GPX File,Average Pace (seconds),Day of Week,Distance (km),Time Since Last Run,Rolling Average Pace,Rolling Average Distance
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.166615924047852,25:52:00,12:01,4.912996412779161,318.0290705065024,112.13108830501804,156.8568441729278,2023-07-27-202935.gpx,721.0094618843282,3,3.4868216712071702,0,721.0262244922848,3.4120953942313137
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.221373559277365,25:52:00,12:01,4.992588008420564,317.85435302354404,111.94163778432086,156.72170513820396,2023-07-27-202935.gpx,721.0359413908284,3,3.5749453238874347,0,721.0031215770438,3.489586034802682
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.1105371384055087,25:52:00,12:01,4.96967306002716,317.8808227240891,112.1459211038445,156.67812333373902,2023-07-27-202935.gpx,721.0248913930428,3,3.3965718383215213,0,721.0278556360439,3.5125322370311878
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.267656918896458,25:52:00,12:01,4.960052016056122,317.97141793886976,112.11930985210232,156.62375608486275,2023-07-27-202935.gpx,721.1335105439642,3,3.649430985856826,0,721.0261507493444,3.5081833186302505
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.169307306777663,25:52:00,12:01,4.9652466343801445,317.9224802232591,111.98012418329282,156.623657715726,2023-07-27-202935.gpx,721.0035612787657,3,3.4911530210895645,0,721.0435922409772,3.533651186783176
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.145977134557996,25:52:00,12:01,4.930049242809822,317.959709729791,112.13119199739351,156.58871977078297,2023-07-27-202935.gpx,721.165020018401,3,3.4536068417295653,0,721.0414732981859,3.5197845680725033
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.245508973478604,25:52:00,12:01,4.886826631282281,318.2476844156327,112.0190123162876,156.83667218245836,2023-07-27-202935.gpx,720.9407414835606,3,3.6137874113780564,0,721.0725849250005,3.513141602176982
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.13035107727922,25:52:00,12:01,4.999699606224866,318.01050138989154,111.96369732246494,156.80948200789916,2023-07-27-202935.gpx,721.1622022053962,3,3.42845920270854,0,721.0535449435469,3.5209100196751066
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.114188568247056,25:52:00,12:01,4.66897067383653,317.8857583243651,111.98335066165497,156.6836877057813,2023-07-27-202935.gpx,720.7960998138586,3,3.402448230422717,0,721.0810071060175,3.52728749255251
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.20637570557514,25:52:00,12:01,5.283639118461141,318.17557872054533,111.92546329190428,156.70409235458837,2023-07-27-202935.gpx,720.9735129270315,3,3.550808678010296,0,721.0135249599964,3.477890941465689
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.075800094999488,25:52:00,12:01,5.102785949558759,317.92784854993704,112.05927731544725,156.60033064149627,2023-07-27-202935.gpx,721.0717515638169,3,3.340668124886476,0,721.0075152896495,3.4898220728498344
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.139333793506752,25:52:00,12:01,4.896328213902083,317.9469484557116,111.97265691173958,156.73606488892236,2023-07-27-202935.gpx,721.1871326250335,3,3.4429154472421564,0,720.9888615987327,3.4672343294812173
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.0733993174821803,25:52:00,12:01,4.982835929715354,317.8480338250893,112.1229715610198,156.63301882584457,2023-07-27-202935.gpx,720.9630326750171,3,3.336804457596772,0,721.0381398270273,3.433059936654037
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.034821247023824,25:52:00,12:01,5.082056381570425,317.90526275127684,112.0847982466366,156.60944994672815,2023-07-27-202935.gpx,721.0889514015811,3,3.274719225685321,0,720.9983059209515,3.4147289876316833
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.116160800604421,25:52:00,12:01,4.928726265800454,317.95937870863327,111.9802328483217,156.72557035626076,2023-07-27-202935.gpx,720.9895725654276,3,3.4056222228447184,0,721.056876238496,3.389183186684204
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.08702819381135,25:52:00,12:01,5.133170775902818,317.9843791218364,111.81964252012467,156.8110226195268,2023-07-27-202935.gpx,721.2359445123656,3,3.358737953428358,0,721.0600881661752,3.360145895651089
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.044167900894653,25:52:00,12:01,5.1638753368844,317.9426377380046,111.97968129859004,156.67680190544928,2023-07-27-202935.gpx,720.8907067965862,3,3.289761169625801,0,721.092926755885,3.3637598613594655
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.1318250054539107,25:52:00,12:01,5.164074487654317,318.0733616315602,112.10905582406352,156.71324903351237,2023-07-27-202935.gpx,720.9805249220736,3,3.4308312542771966,0,721.0336415901954,3.3331290058361938
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.2860236882282763,25:52:00,12:01,5.038182890800365,318.12467844272135,111.89174470853558,156.6551076006871,2023-07-27-202935.gpx,720.7882402956988,3,3.678989362413294,0,721.0371400396068,3.351934365172279
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.0794280203069544,25:52:00,12:01,5.135103595571354,318.1887350382577,111.97995422169195,156.75448180567903,2023-07-27-202935.gpx,720.871714791134,3,3.346506690200794,0,720.9769978184303,3.4327883925178737
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.3533416278702,25:52:00,12:01,4.984482424832542,318.1609839230535,111.95171589700637,156.64598603786925,2023-07-27-202935.gpx,721.1306801740036,3,3.7873268153966277,0,720.9534262635716,3.4209652859890887
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.180470989501824,25:52:00,12:01,4.957727277515351,317.9146535645496,111.88733370900584,156.78868576436548,2023-07-27-202935.gpx,720.9252215734783,3,3.5091191822448655,0,720.9323733958993,3.5066830583827424
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.0193936073569074,25:52:00,12:01,4.947181250524927,317.97623821790535,111.99992955001342,156.6633993343686,2023-07-27-202935.gpx,721.0466500349576,3,3.2498909080637652,0,720.9392763512776,3.5505546609065552
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.2392077468168634,25:52:00,12:01,5.019532882690795,318.0008397063413,111.94894411323612,156.82793467491456,2023-07-27-202935.gpx,721.0713979452024,3,3.603646595262251,0,720.9525013738545,3.5143665916638698
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.15,25:52:00,12:01,4.99,318.0,112.0,156.6818181818182,2023-07-27-202935.gpx,721.0,3,3.4600809999999997,0,721.0091329037552,3.499298038233661
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.114440155088714,25:52:00,12:01,4.958567605152681,317.84187073394685,112.09590053924798,156.58505345070878,2023-07-27-202935.gpx,720.8133088723498,3,3.4028531191904707,0,721.0347899455285,3.522012900193502
1762f194-d1b1-4be2-b7a8-dff47149765c,2023-07-27 20:29:00,Running,2.1413764079942164,25:52:00,12:01,4.949458800559165,317.9186737835746,112.17453349160638,156.5877827800807,2023-07-27-202935.gpx,721.1028552559053,3,3.446202708441412,0,720.9713156851976,3.4451181609522705
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.241658750868384,25:08:00,11:11,5.387929584359099,332.227140032906,134.04793641325907,148.81870865297714,2023-08-02-211805.gpx,670.9797209350263,2,3.607591094122525,6,721.006842421683,3.4325348661915798
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.1491849646123486,25:08:00,11:11,5.4018123747156,332.03215559161794,133.91567669758567,148.89378287614102,2023-08-02-211805.gpx,671.0129678933996,2,3.458769330949237,0,710.9934566016967,3.504074903403332
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.335041961229948,25:08:00,11:11,5.247796523001481,332.0757508687332,134.00398801487057,148.92935095032666,2023-08-02-211805.gpx,671.1324334836632,2,3.7578764298858047,0,700.9817705913363,3.4750994505407293
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.20134619530607,25:08:00,11:11,5.25468141817006,332.0344710294904,133.72060243666218,149.021202442753,2023-08-02-211805.gpx,670.9892624631375,2,3.5427144859538706,0,691.0082572880689,3.5346585365178904
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.189784193144113,25:08:00,11:11,5.282797580765337,331.89361431415847,134.11710161208308,148.77999835476697,2023-08-02-211805.gpx,671.0291423803736,2,3.5241072933945468,0,681.0434480062264,3.56263080987057
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.155638831931792,25:08:00,11:11,5.476758934413805,332.03512272192705,134.13764188978044,149.1813579027983,2023-08-02-211805.gpx,671.1485024337089,2,3.4691557977811103,0,671.02870543112,3.578211726861197
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.082372871425189,25:08:00,11:11,5.435603036903797,331.9215760846034,134.1392889939417,149.0839170469177,2023-08-02-211805.gpx,671.0614439171756,2,3.3512459568994135,0,671.0624617308565,3.5505246675929136
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.2960187028068577,25:08:00,11:11,5.602425211936607,332.0904674558579,134.00322866114126,148.81715310092693,2023-08-02-211805.gpx,671.0540283476948,2,3.6950747391751886,0,671.0721569356117,3.529019992782949
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.108448751608743,25:08:00,11:11,5.501451709245098,332.02614372961006,134.08451914130444,148.83403579767594,2023-08-02-211805.gpx,670.9448745942354,2,3.393210913914014,0,671.0564759084181,3.5164596546408253
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.31657143330289,25:08:00,11:11,5.3855697066327615,332.00322552591484,133.93322883968088,149.04572129830728,2023-08-02-211805.gpx,671.0134553798484,2,3.7281510704716734,0,671.0475983346377,3.4865589402328547
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.187880736857967,25:08:00,11:11,5.217140002114606,331.92242189858155,134.22113541896695,149.00516459826727,2023-08-02-211805.gpx,670.8769382794738,2,3.5210439850550004,0,671.0444609345326,3.5273676956482802
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.069017523067241,25:08:00,11:11,5.227564141932255,331.8884525483567,133.95476035483605,148.92157990229808,2023-08-02-211805.gpx,671.0155758123376,2,3.329752660573034,0,670.9901481036857,3.537745333103058
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.1874964911257364,25:08:00,11:11,5.319109307386138,332.04789447313107,134.06837463686577,148.95324556643178,2023-08-02-211805.gpx,671.048460180561,2,3.5204256030282925,0,670.980974482718,3.533446673837782
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.3751181226334235,25:08:00,11:11,5.35151457977791,332.060960455312,133.89208698256144,148.86087672079276,2023-08-02-211805.gpx,671.0725491760909,2,3.8223725994788738,0,670.9798608492913,3.4985168466084025
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.3218030395946805,25:08:00,11:11,5.330292969087042,332.018259930806,133.979326477669,149.184218121528,2023-08-02-211805.gpx,670.9542824528467,2,3.7365705037413033,0,671.0053957656623,3.5843491837213746
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.3615921209679573,25:08:00,11:11,5.170409903257918,332.00968892520734,133.9062263580108,149.07852367883635,2023-08-02-211805.gpx,670.9675460316704,2,3.8006046639585724,0,670.993561180262,3.5860330703753007
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.2853025963137443,25:08:00,11:11,5.395138713987353,331.95533870878245,133.90917574809197,149.00424842925693,2023-08-02-211805.gpx,671.0698240672726,2,3.6778288803515613,0,671.0116827307013,3.641945206156015
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.25,25:08:00,11:11,5.37,332.0,134.0,149.0,2023-08-02-211805.gpx,671.0,2,3.621015,0,671.0225323816883,3.7115604501117203
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.235427671234432,25:08:00,11:11,5.42345264831233,332.19727181001934,133.92983376052825,149.17778013425794,2023-08-02-211805.gpx,670.831532816651,2,3.597563168424421,0,671.0128403455761,3.7316783295060616
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.249962352823098,25:08:00,11:11,5.417065794024135,331.9053330182577,134.1297176311715,149.041921552934,2023-08-02-211805.gpx,671.0378838668788,2,3.620954412892324,0,670.9646370736882,3.686716443295172
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.173481215629169,25:08:00,11:11,5.442336112682018,332.09411685424175,133.97627376540328,148.95093464961988,2023-08-02-211805.gpx,671.0642731140778,2,3.4978702595606466,0,670.9813573564945,3.6635932251253758
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.3753573245451203,25:08:00,11:11,5.440615988268357,332.09044748467323,134.14139392851447,148.94211378077586,2023-08-02-211805.gpx,671.0208772429261,2,3.822757556683444,0,671.000702772976,3.603046344245791
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.404096287910689,25:08:00,11:11,5.423060472860694,332.235697629797,134.07024729854743,149.0401681146739,2023-08-02-211805.gpx,671.0620389055705,2,3.869008319986188,0,670.9909134081067,3.632032079512167
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.433793608093612,25:08:00,11:11,5.435245870467125,331.9141386262285,133.99037364962666,148.85787102929388,2023-08-02-211805.gpx,671.0059636744966,2,3.9168014052493736,0,671.0033211892209,3.6816307435094044
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.268950603411453,25:08:00,11:11,5.144422402688496,332.0615760648398,134.0659723460177,149.04924137402963,2023-08-02-211805.gpx,670.8688067435693,2,3.651512964094188,0,671.03820736079,3.7454783908743954
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.2146832273354824,25:08:00,11:11,5.316082975936913,331.93214756609035,133.87060383949608,149.1172788740982,2023-08-02-211805.gpx,671.196812265668,2,3.5641783050800853,0,671.0043919361281,3.7515901011147683
7555a62d-ee51-4dd9-884e-8ead83527da8,2023-08-02 21:18:00,Running,2.2637700972208608,25:08:00,11:11,5.482424647981255,332.0131239993934,134.12079282736278,149.05710599559592,2023-08-02-211805.gpx,671.2145479584393,2,3.64317576826142,0,671.030899766446,3.764851710218656
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.411577613773879,36:06:00,10:45,5.669737477790983,500.04675257648114,190.1087763973177,158.02132813497334,2023-08-03-194206.gpx,645.1126562890778,3,5.490388316950854,0,671.0696339095488,3.7289353525342515
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.3527402828794965,36:06:00,10:45,5.5609574788466345,499.91961267563175,190.0879067170963,157.99301759292874,2023-08-03-194206.gpx,644.8881510187408,3,5.395699046849289,0,665.8797573862502,4.053211351927184
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.429011684457614,36:06:00,10:45,5.70917749351039,500.0666139628429,189.8470024438423,158.02570407065497,2023-08-03-194206.gpx,644.8841981532906,3,5.518445664265017,0,660.6561948550991,4.348990880247167
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.281580070224794,36:06:00,10:45,5.617279706261873,500.0731494992896,189.92527676722065,158.06066247090033,2023-08-03-194206.gpx,645.0925328290309,3,5.28117807021557,0,655.4592731370433,4.722377420281333
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.2349974087325832,36:06:00,10:45,5.5753714963285255,500.094190260961,189.9404540443282,157.91057023096616,2023-08-03-194206.gpx,644.9272869349944,3,5.206210729769696,0,650.2384172497159,5.06577737330843
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.378785184493299,36:06:00,10:45,5.431158613451373,499.887754389705,189.9861411223933,158.075956219496,2023-08-03-194206.gpx,645.0045539379366,3,5.437614148812446,0,644.9809650450268,5.378384365610086
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.4091748271694238,36:06:00,10:45,5.723502351339479,500.0245107252612,190.0440594298186,158.11434050959065,2023-08-03-194206.gpx,644.99585522457,3,5.48652141635684,0,644.9593445747987,5.367829531982403
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.2743252739753768,36:06:00,10:45,5.630219112764167,500.0362347303448,190.033483407884,158.07561356171047,2023-08-03-194206.gpx,645.0234692631577,3,5.269502636419533,0,644.9808854159645,5.385994005883914
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.4923170925563007,36:06:00,10:45,5.626828894866277,500.1729436792136,189.98759439779076,157.98785408412417,2023-08-03-194206.gpx,644.9863222777025,3,5.620325589734557,0,645.008739637938,5.336205400314817
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.444093263957202,36:06:00,10:45,5.557367565596636,500.0681569542247,189.93100071592573,158.0089520292958,2023-08-03-194206.gpx,645.1067955576793,3,5.542717053416883,0,644.9874975276723,5.404034904218614
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.4279666758035656,36:06:00,10:45,5.660296297107166,499.9411149925688,190.05150058675795,158.00056981848743,2023-08-03-194206.gpx,645.0045610716218,3,5.51676389003771,0,645.0233992522092,5.471336168948051
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.1731454066938465,36:06:00,10:45,5.638155550707381,499.9060372621354,189.90671188723425,158.04723191837857,2023-08-03-194206.gpx,645.0503844837764,3,5.106669828808675,0,645.0234006789462,5.487166117193105
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.37371312868361,36:06:00,10:45,5.522564387597472,500.0049319027463,189.9500706520302,157.97377619738143,2023-08-03-194206.gpx,645.0174559081062,3,5.42945148651568,0,645.0343065307876,5.411195799683472
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.319685337133127,36:06:00,10:45,5.654853131375034,499.9558332227368,189.82686530363867,158.035149259971,2023-08-03-194206.gpx,644.9804717515816,3,5.342502400461827,0,645.0331038597773,5.443185569702701
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.4119026828842207,36:06:00,10:45,5.547410030735764,500.1316951614144,190.15978763050865,157.82800293792266,2023-08-03-194206.gpx,644.9468731511764,3,5.490911463672892,0,645.031933754553,5.387620931848156
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.3259101349175557,36:06:00,10:45,5.502883404132081,500.0916548045328,190.0327804642091,157.85897294656482,2023-08-03-194206.gpx,645.0095245094892,3,5.3525202165282195,0,644.9999492732525,5.377259813899357
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.4198716751634364,36:06:00,10:45,5.605073034462349,499.8337004050132,189.99165070885752,157.99906162700788,2023-08-03-194206.gpx,645.228910042451,3,5.503736281707525,0,645.000941960826,5.344411079197458
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.2911856942785933,36:06:00,10:45,5.396313161258157,499.9451710853905,189.9511278838917,157.76224944156468,2023-08-03-194206.gpx,645.0004216195125,3,5.296636785230311,0,645.036647072561,5.423824369777229
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.55008904274954,36:06:00,10:45,5.534355082342844,500.0719327344448,189.9762623487816,158.05531562291233,2023-08-03-194206.gpx,644.9802902046661,3,5.713300300058545,0,645.0332402148422,5.397261429520155
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.4063167998677986,36:06:00,10:45,5.405331751398035,499.9598524545625,190.0771115482383,157.9908374102113,2023-08-03-194206.gpx,645.0143836571444,3,5.481921878699243,0,645.033203905459,5.471421009439498
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.537371788331632,36:06:00,10:45,5.786732081732199,499.99518182314114,190.2256544624378,158.0241209628706,2023-08-03-194206.gpx,645.0728559329729,3,5.692833913833629,0,645.0467060066527,5.469623092444769
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.472180460477241,36:06:00,10:45,5.675634086863597,500.0184349966819,190.0538333701848,157.86778326989477,2023-08-03-194206.gpx,645.091962190547,3,5.587918902264443,0,645.0593722913493,5.537685831905851
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.384612406848058,36:06:00,10:45,5.592750943688444,499.950289791308,190.09124378899728,158.0435211169406,2023-08-03-194206.gpx,644.9459620164979,3,5.446992130836854,0,645.0319827209685,5.554522356017234
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.36,36:06:00,10:45,5.58,500.0,190.0,158.0,2023-08-03-194206.gpx,645.0,3,5.4073823999999995,0,645.0210908003656,5.584593425138543
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.4662957889267347,36:06:00,10:45,5.63084153852413,499.76409952005145,190.114529020025,158.03866956730786,2023-08-03-194206.gpx,644.8973208791115,3,5.578448464951351,0,645.0250327594324,5.523409845126833
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.2215828511239564,36:06:00,10:45,5.542107960838103,500.0186791786117,190.0274792521612,158.14275001191544,2023-08-03-194206.gpx,644.9691307854372,3,5.184622145627828,0,645.0016202038258,5.542715162377254
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.3826238261698345,36:06:00,10:45,5.666034385211613,500.1603760068857,190.0431827594854,158.02672775345764,2023-08-03-194206.gpx,645.0863239166559,3,5.443791828408162,0,644.9808751743187,5.441072808736095
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.237820578234881,36:06:00,10:45,5.473449173801819,499.951369411427,190.09659060263257,157.92593971456873,2023-08-03-194206.gpx,644.9411112784144,3,5.210754169376523,0,644.9797475195405,5.412247393964838
1ed8826d-5685-45a6-a50b-e491c01602f3,2023-08-03 19:42:00,Running,3.2815027676455832,36:06:00,10:45,5.445411486758215,499.9026130936846,189.8986581319276,158.04449969265002,2023-08-03-194206.gpx,645.0708331119048,3,5.281053664082743,0,644.9787773719238,5.364999801672773
